Business name,Capabilities narrative,Capabilities statement link,Active SBA certifications,Contact person's name,Contact person's email,Address line 1,Address line 2,City,State,Zipcode,Primary NAICS code,All NAICS codes,“Small” NAICS codes
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/KWC5E8V25M39/911L4"", ""YULISTA AEROSPACE & DEFENSE LLC"" )","Yulista Aerospace and Defense (YAD) provides end-to-end system and component integration to add new capability or revise legacy systems serving aerospace and ground-based customers in the Government and Commercial spectrums.  YAD designs, installs and manufactures wire harnesses and electrical components, test and diagnostic equipment, training systems, flight and mission systems, machined and sheet metal component fabrication, welding, coatings, kitting, logistics, material management, field teams, system testing, supplemental type certificated, MWO, TCTO, FAA Part 145 Repair Station, MRO Services and more.",,8(a),WENDY MCGEE,wendy.mcgee@yulista.com,8600 ADVANCED GTWY SW,,HUNTSVILLE,Alabama,35808,336419,"314910, 332216, 332312, 332322, 332439, 332510, 332710, 332721, 332813, 332994, 332999, 333310, 334118, 334210, 334220, 334418, 334419, 334511, 334515, 335311, 335921, 335931, 335999, 336411, 336413, 336419, 336992, 336999, 488119, 488190, 488991, 488999, 493190, 541330, 541380, 541611, 541614, 541715, 541990, 611430, 611512, 611710, 811111, 811210, 811310","314910, 332216, 332312, 332322, 332439, 332510, 332710, 332721, 332813, 332994, 332999, 333310, 334118, 334210, 334220, 334418, 334419, 334511, 334515, 335311, 335921, 335931, 335999, 336411, 336413, 336419, 336992, 336999, 488119, 488190, 488991, 488999, 493190, 541330, 541380, 541611, 541614, 541715, 541990, 611430, 611512, 611710, 811111, 811210, 811310"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/UM53UXL5QNF5/816Z3"", ""TANAQ SUPPORT SERVICES, LLC"" )","Tanaq Support Services (TSS), a subsidiary of St. George Tanaq (SGT) Corporation, is an Alaska Native-Owned, Small Disadvantage Business (SDB), and SBA certified 8(a) company. We offer professional, scientific, and technical support in laboratory science, IT, communication, science and research, and mission support for federal clients, focusing on DoD and HHS. TSS is an awardee on GSA MAS, with access to OASIS+ Small Business through Tanaq Management Services, and STARSIII 8(a) via a joint venture with DRT Strategies. Our staff averages over 20 years of federal government support experience. Our leadership team is committed to delivering quality, mission-advancing support by listening to client needs, analyzing problems, empowering clients with collaborative solutions, and delivering the best products and services to meet each engagement's scope and intent.",,8(a),SHARON BURKS,sburks@tanaq.com,3201 C ST,STE 602,ANCHORAGE,Alaska,99503,493110,"493110, 518210, 541330, 541511, 541512, 541513, 541519, 541611, 541618, 541690, 541713, 541714, 541715, 541990, 561110, 561990","493110, 518210, 541330, 541511, 541512, 541513, 541519, 541611, 541618, 541690, 541713, 541714, 541715, 541990, 561110, 561990"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/UWJSNXTHDGK8/75DE0"", ""RED CREEK SOLUTIONS LLC"" )","Red Creek Solutions is a HUBZone, 8(a), Woman Owned Small Business (WOSB), Economically Disadvantaged Woman Owned Small Business (EDWOSB), Native American Owned firm. RCS offers a full suite of business consulting services. Our staff brings decades of experience providing quality support.

At Red Creek, we understand that each customer brings their own unique perspective and set of requirements. We know that many customers are looking for a comprehensive solution to address their business challenges, while others require very focused assistance
to supplement their existing capabilities. We are here to listen to you and deliver services designed to meet your individual and specific needs. Our expertise includes: strategic planning, financial management, clerical management, Information Technology, Web Design, Health Management, Organizational Development, and Energy Services.",,"8(a), WOSB, EDWOSB",TYLER RUSH,tyler@redcreeksolutions.com,3852 IDLEBROOK DR,,FRISCO,Texas,75034,541611,"513210, 541199, 541219, 541330, 541511, 541512, 541513, 541519, 541611, 541612, 541614, 541618, 541620, 541690, 541715, 541990, 561110, 561210, 561320, 561410, 561499, 561611, 561612, 561990, 611430, 611699, 611710, 621399, 621498, 621999","513210, 541199, 541219, 541330, 541511, 541512, 541513, 541519, 541611, 541612, 541614, 541618, 541620, 541690, 541715, 541990, 561110, 561210, 561320, 561410, 561499, 561611, 561612, 561990, 611430, 611699, 611710, 621399, 621498, 621999"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/F298RKM6EVH9/6VEY0"", ""BOREALIS ENTERPRISES LLC"" )","General Contractor Borealis Enterprises, LLC, capabilities include heavy and civil engineering construction; building infrastructure restoration, repair/replacement; mechanical, electrical, plumbing, specialty construction, new build, design-bid-build, design build, bridges, roofing, etc.   (15 yrs+ related company exp)",,8(a),CHRISTINE FRIES,CFries@ntvifederal.com,14100 PARKE LONG CT,STE H,CHANTILLY,Virginia,20151,236220,"221112, 221114, 221121, 221122, 236210, 236220, 237110, 237130, 237310, 237990, 238110, 238120, 238140, 238150, 238160, 238190, 238210, 238220, 238310, 238320, 238330, 238340, 238350, 238910, 238990, 335311, 541310, 541330, 541611, 561110, 561210, 561320, 561621, 561720, 561730, 562910, 811210","221112, 221114, 221121, 221122, 236210, 236220, 237110, 237130, 237310, 237990, 238110, 238120, 238140, 238150, 238160, 238190, 238210, 238220, 238310, 238320, 238330, 238340, 238350, 238910, 238990, 335311, 541310, 541330, 541611, 561110, 561210, 561320, 561621, 561720, 561730, 562910, 811210"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/DBGNY99L5LM3/6R0F4"", ""KATMAI RESOURCE MANAGEMENT, LLC"" )","We provide fuels management and alongside aircraft fueling services, ensuring efficient and safe fuel operations. Our offerings include comprehensive operations and maintenance services, coupled with logistics management to support seamless workflows. Additionally, we deliver general warehousing and storage services, as well as records management and storage solutions. Our skilled labor trades fulfillment covers a broad range of expertise, including power support systems mechanics, material expediters, pipefitters, electricians, high voltage electricians, HVAC mechanics, maintenance mechanics, and plumbers.",https://katmaicorp.box.com/v/KRM-MTG-CAP-STMNT,8(a),TERESA DERRICKSON,The business owner has hidden this information from public searches,11001 O'MALLEY CENTRE DRIVE SUITE 204,,ANCHORAGE,Alaska,99515,541611,"493110, 493190, 541199, 541219, 541330, 541511, 541512, 541513, 541519, 541611, 541620, 541690, 541715, 541990, 561210, 561320, 561330, 561920, 561990, 611710, 621511, 621999, 622110","493110, 493190, 541330, 541511, 541512, 541513, 541519, 541715, 561210, 561320, 561330, 621511, 622110"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/VRE3QJNPCJW6/963A9"", ""KAHUA SERVICES LLC"" )",,,8(a),GEORGE GUSMAN,ggusman@kahuallc.com,745 FORT ST STE 319,,HONOLULU,Hawaii,96813,541612,"236220, 541612, 541618","236220, 541612, 541618"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/X9LRWDGFBTC7/9LY50"", ""TORAH FEDERAL SYSTEMS LLC"" )","Torah Federal Systems LLC is a Tribal 8(a), Native American Owned, Small Disadvantaged Business Joint-Venture formed by Ma-Chis Gulf Coast, Inc. and Premier Fire & Security to meet the federal government’s need for a mature, competent, and high-value contractor for Fire & Life Safety systems. Our mission is to promote the economic development and long-term financial viability of the Ma-Chis Lower Creek Indian Tribe of Alabama (Ma-Chis Nation). Premier Fire & Security has a rich legacy throughout the United States, providing end-to-end solutions and services including design, installation, and service of fire sprinkler, fire alarm, special hazards fire extinguishing,
electronic security, and voice & data systems. Ma-Chis Gulf Coast is a company, born out of the vision of the tribal leaders, of proven integrity, quality, safety, and on-time completion focused on building repeat business and new business referrals from satisfied customers.",https://torahfederal.com/wp-content/uploads/2023/09/Torah-Federal-Systems-Capability-Statement-Digital-compressed.pdf,8(a) JV,ROBERT PHILLIPS,rphillips@machistribe.com,2948 COUNTY ROAD 377 STE 2,,ELBA,Alabama,36323,238220,"236210, 236220, 237110, 237130, 238210, 238220, 238290, 332812, 334290, 335999, 541330, 561210, 561621, 561790, 811310","236210, 236220, 237110, 237130, 238210, 238220, 238290, 332812, 334290, 335999, 541330, 561210, 561621, 561790, 811310"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/G4PQWWCKY2R8/110J5"", ""PARAGON ENVIRONMENTAL SERVICES, LLC"" )",,,8(a),CHRISTOPHER SMITH,csmith@bsnc.net,50 IRON POINT CIR STE 220,,FOLSOM,California,95630,541330,"236210, 236220, 237110, 237990, 238210, 238910, 531311, 531320, 531390, 541191, 541330, 541513, 541611, 541618, 541620, 541990, 561210, 561612, 561621, 562119, 562910, 611430, 611519, 611620","236210, 236220, 237110, 237990, 238210, 238910, 531311, 531320, 531390, 541191, 541330, 541513, 541611, 541618, 541620, 541990, 561210, 561612, 561621, 562119, 562910, 611430, 611519, 611620"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/M3ESMH57AK14/7GWU5"", ""TYONEK MACHINING AND FABRICATION, LLC"" )","TMF provides full spectrum mechanical and electrical fabrication for complex systems, subsystems and components for aviation, ground, and maritime defense articles. Direct experience in manufacturing complex electro-mechanical systems, hydraulics, pneudraulics, control boxes, cables and weapons system hardware for DOD ground vehicle systems. Our expertise includes parts and components design, fabrication and assembly for environmental control units I heating, ventilation, and air conditioning (HVAC), motors and generators, avionics and electronics for aviation and ground vehicles and systems. Core Manufacturing Competencies: Wire Harness, Cable Manufacture, Printed Circuit Board Assembly, Electrical Test Equipment, Precision Machining & Turning, Painting, Coating, and Marking, Welding, Sheet Metal Fabrication, Mechanical Assembly, Kitting, Sustaining Engineering, Acceptance Testing, Component Integration",,8(a),BRAD MORIARTY,bmoriarty@tyonek.com,880 H ST STE 210,,ANCHORAGE,Alaska,99501,336413,"332710, 332721, 332996, 333415, 333511, 334290, 334416, 334418, 334515, 334519, 335921, 335931, 336411, 336413, 336992, 336999, 339999, 541330, 541512","332710, 332721, 332996, 333415, 333511, 334290, 334416, 334418, 334515, 334519, 335921, 335931, 336411, 336413, 336992, 336999, 339999, 541330, 541512"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/F3JAT22R48E6/1PEK9"", ""CS MARINE CONSTRUCTORS INC"" )","Marine construction, marine piledriving, marine dock repair, pier maintenance, marine salvage, marine pipelaying, marine MOTEMS upgrades, marine fender systems, marine mooring hooks, marine terminal maintenance",,8(a),JEFFREY THOMPSON,jeff@csmarine.com,425 15TH ST,,VALLEJO,California,94592,237990,"237120, 237990, 238120, 238910","237120, 237990"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/L87JB6FB8B98/161N5"", ""BGESH, INCORPORATED"" )",,,"8(a), WOSB, EDWOSB",WES HALLIBURTON,The business owner has hidden this information from public searches,The business owner has hidden this information from public searches,The business owner has hidden this information from public searches,The business owner has hidden this information from public searches,The business owner has hidden this information from public searches,The business owner has hidden this information from public searches,541930,"113210, 115116, 115210, 115310, 236220, 237110, 237120, 237130, 238120, 238190, 238210, 238290, 332311, 334118, 339112, 339113, 423430, 493110, 532420, 532490, 541199, 541214, 541219, 541330, 541380, 541511, 541512, 541513, 541519, 541611, 541612, 541613, 541614, 541618, 541690, 541850, 541930, 541990, 561110, 561210, 561311, 561312, 561320, 561410, 561611, 561612, 561621, 561720, 561730, 561790, 562910, 611430, 621399, 621498, 621999, 622110, 711510, 722310, 811310","113210, 115116, 115210, 115310, 236220, 237110, 237120, 237130, 238120, 238190, 238210, 238290, 332311, 334118, 339112, 339113, 423430, 493110, 532420, 532490, 541199, 541214, 541219, 541330, 541380, 541511, 541512, 541513, 541519, 541611, 541612, 541613, 541614, 541618, 541690, 541850, 541930, 541990, 561110, 561210, 561311, 561312, 561320, 561410, 561611, 561612, 561621, 561720, 561730, 561790, 562910, 611430, 621399, 621498, 621999, 622110, 711510, 722310, 811310"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/CQ8KUMK2H2N4/7WFP0"", ""MTNT CUSTODIAL SERVICES, LLC"" )","MTNT Services provides a variety of specialty services including general and specialized construction management services, facilities management and maintenance services, and facility support services.",https://mtnt.net/wp-content/uploads/2025/09/MTNT-Services-Capability-Statement-09.30.2025.pdf,8(a),NAREN MEHTA,nmehta@mtnt.net,400 W TUDOR RD STE A400,,ANCHORAGE,Alaska,99503,561720,"236116, 236117, 236220, 237310, 237990, 238110, 238210, 238220, 238320, 238330, 238340, 238350, 238390, 238910, 238990, 337214, 423390, 449110, 531120, 541330, 541360, 541370, 541511, 541512, 541513, 541519, 541611, 541618, 541690, 541990, 561210, 561710, 561720, 561730, 561990, 611519, 621999, 722310","236116, 236117, 236220, 237310, 237990, 238110, 238210, 238220, 238320, 238330, 238340, 238350, 238390, 238910, 238990, 337214, 423390, 449110, 531120, 541330, 541360, 541370, 541511, 541512, 541513, 541519, 541611, 541618, 541690, 541990, 561210, 561710, 561720, 561730, 561990, 611519, 621999, 722310"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/ZDF8ZN888P77/176U8"", ""PER-GEESH CONSTRUCTION CORPORATION"" )",,,"8(a), HUBZone",PAMELA AMES,The business owner has hidden this information from public searches,The business owner has hidden this information from public searches,The business owner has hidden this information from public searches,The business owner has hidden this information from public searches,The business owner has hidden this information from public searches,The business owner has hidden this information from public searches,236220,"236220, 237990, 238110, 238290, 238990","236220, 237990, 238110, 238290, 238990"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/M636GDJD2JF5/7HQB4"", ""TIGUA FACILITY SERVICES, INC."" )","Tigua Facility Services (TFS)  works with Government and commercial  customers providing janitorial and related services, operations and maintenance (O&M), logistics, facilities maintenance, building systems, fire protection and life safety systems, grounds maintenance, landscaping and warehouse services",,8(a),KRIS WEIMERSKIRCH,Kris.Weimerskirch@tiguainc.org,12 LEIGH FISHER BLVD,,EL PASO,Texas,79906,561720,"236115, 236210, 236220, 237310, 237990, 238160, 238210, 238220, 238290, 238320, 238390, 238990, 324191, 334112, 334210, 334417, 335921, 335999, 336320, 337211, 337214, 339920, 424710, 424720, 484220, 484230, 488190, 493110, 493190, 531110, 531311, 532490, 541330, 541350, 541511, 541512, 541513, 541519, 541614, 541618, 541620, 541690, 541715, 541930, 541990, 561110, 561210, 561499, 561612, 561621, 561710, 561720, 561730, 561990, 562119, 611420, 611430, 611710, 621320, 622110, 624230, 811191, 811310, 812910","236115, 236210, 236220, 237310, 237990, 238160, 238210, 238220, 238290, 238320, 238390, 238990, 324191, 334112, 334210, 334417, 335921, 335999, 336320, 337211, 337214, 339920, 424710, 424720, 484220, 484230, 488190, 493110, 493190, 531110, 531311, 532490, 541330, 541350, 541511, 541512, 541513, 541519, 541614, 541618, 541620, 541690, 541715, 541930, 541990, 561110, 561210, 561499, 561612, 561621, 561710, 561720, 561730, 561990, 562119, 611420, 611430, 611710, 621320, 622110, 624230, 811191, 811310, 812910"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/FLMCCKD7TR79/4DRA6"", ""HAKA, INC."" )","Haka, Inc. offers unparalleled management capabilities for federal contracts nationwide and throughout the Pacific Rim. In partnership with our federal customers, Haka provides flexible solutions tailored to meet the unique goals of each contract. Haka has a proven track record with the Departments of Defense, Interior, Homeland Security, and Veterans Affairs and successful past performance ratings for our work in Hawaii, Guam, American Samoa, Washington, D.C., California, Maryland, and Virginia. Haka’s experience and expertise is wide-ranging; we stand ready to work in the following areas: administrative and technical support, business information and systems administration, base operations, staff augmentation, custodial, security and grounds maintenance.",,"8(a), VOSB, SDVOSB",ETHAN COOPER,ecooper@hakainc.com,1099 ALAKEA ST STE 2520,,HONOLULU,Hawaii,96813,541611,"334111, 339999, 423430, 493110, 541330, 541511, 541611, 541990, 561110, 561210, 561612, 561720, 561730, 621111, 621399, 622110","334111, 339999, 423430, 493110, 541330, 541511, 541611, 541990, 561110, 561210, 561612, 561720, 561730, 621111, 621399, 622110"
